"","Year","detailed_source","Source","text","clean_text"
"11",2011,"academic_research","academic","Strategic Thinking about Employee Communication Behavior (ECB) in Public Relations: Testing the Models of Megaphoning and Scouting Effects in Korea In public relations, employees are regarded as one of the most important strategic constituencies because they interact with external publics on a daily basis. However, employees' communication behavior (ECB) has not been extensively researched in public relations. The purpose of this research was to conceptualize and develop concrete measurements of ECB that can help theoretical development and strategic planning in public relations. In particular, the study identified two unique aspects of ECB—megaphoning and scouting—that refer to employees' voluntary efforts to collect and circulate strategic information externally and internally. In addition, a new concept, microboundary spanning, based on the two aspects of ECB is conceptualized. In this study, symmetrical internal communication and employee-organization relationships were posited as antecedent variables to the proposed ECB variables. A survey research was conducted with 300 employees in different types of organizations in Korea.","strategic thinking employee communication behavior ecb testing models megaphoning scouting effects korea employees regarded important strategic constituencies interact external publics daily basis employees communication behavior ecb extensively researched purpose conceptualize develop concrete measurements ecb help development strategic planning particular identified unique aspects ecbmegaphoning scouting refer employees voluntary efforts collect circulate strategic information externally internally addition new concept microboundary spanning aspects ecb conceptualized symmetrical internal communication employeeorganization relationships posited antecedent variables proposed ecb variables survey conducted employees organizations korea"
"12",2011,"academic_research","academic","Anxiety and Uncertainty Management in an Intercultural Setting: The Impact on Organization–Public Relationships Past research has found that relationship cultivation strategies affect relationship outcomes. This study uses Gudykunst's (1985, 2005) Anxiety and Uncertainty Management (AUM) theory as the theoretical framework to examine whether the effects from cultivation strategies to relationship outcomes are mediated through anxiety and uncertainty management. An online survey solicitation was sent to a university's international student listserv, and 246 participants from 32 countries completed the questionnaires. Structural equation modeling was used to analyze the data. Results largely supported the hypotheses, and indicated that cultivation strategies have both direct and indirect effects on relational outcomes, partially mediated by uncertainty and anxiety.","anxiety uncertainty management intercultural setting impact organizationpublic relationships past relationship cultivation strategies affect relationship outcomes uses gudykunsts anxiety uncertainty management aum framework effects cultivation strategies relationship outcomes mediated anxiety uncertainty management online survey solicitation sent universitys international student listserv participants countries completed questionnaires structural equation modeling used analyze data largely supported hypotheses indicated cultivation strategies direct indirect effects relational outcomes partially mediated uncertainty anxiety"
"13",2011,"academic_research","academic","How Investor Relations Contributes to the Corporate Bottom Line Investor relations officers say that one of the biggest challenges of their work is proving to the senior management that investor relations contributes value to the organization. This study provides an initial step in evaluating investor relations' contribution to an organization's bottom line. The study first offers a theoretical overview of academic and professional literature dealing with the contribution of investor relations to the organizational bottom line. Second this theoretical overview serves as a starting point for an empirical investigation organized as a Delphi panel. Investor relations officers from corporations and investor relations agencies were recruited to participate in the panel and share their practical insights in response to the theoretically identified indicators of investor relations value. As a result, the study found 4 key areas of investor relations contribution: fair share price, improved liquidity of stock, enhanced analyst coverage, and building and maintaining investor relationships.","investor relations contributes corporate bottom line investor relations officers say biggest challenges work proving senior management investor relations contributes value organization initial step evaluating investor relations contribution organizations bottom line overview academic professional dealing contribution investor relations organizational bottom line second overview serves starting point empirical investigation organized delphi panel investor relations officers corporations investor relations agencies recruited participate panel share practical insights response theoretically identified indicators investor relations value result areas investor relations contribution fair share price improved liquidity stock enhanced analyst coverage building maintaining investor relationships"
"14",2011,"academic_research","academic","Hyping White Hopes: Press Agentry and Its Media Affiliations During the Era of Jack Johnson, 1908–1915 The social presence of African American boxing champion Jack Johnson stands out among the most controversial social and media issues of the early 20th century. This study examines the manner in which press agentry shaped and animated this 6-year historical episode. It portrays press agentry not merely in terms of personalities, but also in terms of a network of social and economic affiliations among promoters, sports celebrities, and the press. I argue that understanding these affiliations not only better informs the Johnson situation, but it also sheds light on the ambivalent relationship between journalism and publicity practices over time.","hyping white hopes press agentry media affiliations era jack johnson social presence african american boxing champion jack johnson stands controversial social media issues early century manner press agentry shaped animated historical episode portrays press agentry merely terms personalities terms network social economic affiliations promoters sports celebrities press argue affiliations better informs johnson situation sheds light ambivalent relationship journalism publicity practices time"
"15",2011,"academic_research","academic","Understanding ‘Race’ In/And Public Relations: Where Do We Start and Where Should We Go? Our starting point for a broader discussion on ‘race’ 1 in/and public relations (PR) is that, despite its virtual invisibility in the scholarly literature, race is firmly embedded in the context and practice of PR. Although scholars are slowly beginning to engage with race (e.g., Edwards, 2010b; Pompper, 2005; 2010; Waymer, 2010), PR scholarship has not yet paid sufficient attention to the ‘raced’ nature of the field. The dominant, functional perspectives of PR concentrate primarily on organizational goals, apparently oblivious to the impact that such goals have in relation to issues of race. On the other hand, critical approaches look at PR as a social and cultural phenomenon but these too, by and large, bypass race as an inherent part of the social and cultural domain. This special issue received many manuscripts, all encouraging in their attempts to address race. However, as we considered each one, we realized that we were perhaps more radical than most in our understanding of race. We, therefore, begin here by defining our understanding of race and explaining its relevance to public relations, to lay the groundwork for the development of ideas about how to study race in/and public relations as we move forward.","race start go starting point broader discussion race pr despite virtual invisibility scholarly race firmly embedded context practice pr scholars slowly beginning engage race eg edwards pompper waymer pr scholarship yet paid sufficient attention raced nature field dominant functional perspectives pr concentrate primarily organizational goals apparently oblivious impact goals relation issues race hand critical look pr social cultural phenomenon large bypass race inherent social cultural domain special issue received manuscripts encouraging attempts address race considered realized perhaps radical race therefore begin defining race explaining relevance lay groundwork development ideas race move forward"
"16",2011,"academic_research","academic","Discourses of American Indian Racial Identity in the Public Relations Materials of the Fred Harvey Company: 1902–1936 This study explores the discursive identities constructed by Harvey Company personnel around American Indians in their tourist promotional literature and practices, merchandising, and employee relations practices. The study disputes the dominant narrative that the company promoted only cultural imperialism and commodification, using the cultural–economic model of public relations practice to provide a more nuanced lens that reveals varying, and sometimes conflicting, discourses used to achieve and legitimize organizational objectives. The findings suggest ways in which public relations, tourism, and ethnicity form interrelated areas of study that deserve further theoretical development.","discourses american indian racial identity materials fred harvey company discursive identities constructed harvey company personnel around american indians tourist promotional practices merchandising employee relations practices disputes dominant narrative company promoted cultural imperialism commodification using culturaleconomic practice nuanced lens reveals varying sometimes conflicting discourses used achieve legitimize organizational objectives ways tourism ethnicity form interrelated areas deserve development"
"17",2011,"academic_research","academic","Desolidifying Culture: Bauman, Liquid Theory, and Race Concerns in Public Relations This article examines approaches to race in public relations and seeks to reframe them through the work of Zygmunt Bauman. After a brief survey of recent race-concerned interventions in the literature, I contend that the mainstream field still tends to avoid anxieties around race in 3 main ways: by considering race from a functionalist business orientation rather than a social equity perspective; by embedding, or freezing, race in relatively static, quantitative, and unemotional conceptualizations of culture and ethnicity; and by acting as if race is no longer an issue in a multicultural, or postrace society. I find these approaches inadequate to the task of comprehending a swift-moving and unsettled present characterized by massive population movements. To improve the field's engagement with the cultural and demographic fluidity of contemporary conditions, especially in relation to race, I open up possibilities for public relations by drawing from Bauman's concept of liquid society and his methodological creativity.","desolidifying culture bauman liquid race concerns race seeks reframe work zygmunt bauman brief survey recent raceconcerned interventions contend mainstream field tends avoid anxieties around race main ways considering race functionalist business orientation social equity perspective embedding freezing race relatively static quantitative unemotional conceptualizations culture ethnicity acting race longer issue multicultural postrace society find inadequate task comprehending swiftmoving unsettled present characterized massive population movements improve fields engagement cultural demographic fluidity contemporary conditions especially relation race open possibilities drawing baumans concept liquid society methodological creativity"
"18",2011,"academic_research","academic","Confronting Whiteness in Public Relations Campaigns and Research with Women This article addresses the need for more critical work in identifying the relationship between public relations and race. I used the concept of Whiteness to question how women publics have perceived race portrayals in public health messages. Women reported that campaigns have disembodied race, perpetuated reductionist assumptions, and fetishized racial diversity. I interrogated my assumptions and methods as a White researcher to elucidate agency, vulnerability, and performance issues specific to public relations researchers and communicators. I suggest strategies for reflecting upon and situating racial discussions with research participants.","confronting whiteness campaigns women addresses need critical work identifying relationship race used concept whiteness question women publics perceived race portrayals public health messages women reported campaigns disembodied race perpetuated reductionist assumptions fetishized racial diversity interrogated assumptions methods white researcher elucidate agency vulnerability performance issues researchers communicators strategies reflecting upon situating racial discussions participants"
"19",2011,"academic_research","academic","The White Leader Prototype: A Critical Analysis of Race in Public Relations This article introduces the theoretical concept of the White leader prototype through an analysis of race in the public relations field. Critical race, Whiteness, ideological, and public relations theories are united to explicate the White leader prototype as a theoretical concept able to account for racial imbalance at leadership levels in public relations. A descriptive case study illustrates that race may be the most salient factor influencing leadership ascension in public relations. Although the White leader prototype is theorized in the context of the United States, the concept has global significance because it is applicable to other circumstances where diverse groups of people coexist.","white leader prototype critical race introduces concept white leader prototype race field critical race whiteness ideological united explicate white leader prototype concept able account racial imbalance leadership levels descriptive case illustrates race salient factor influencing leadership ascension white leader prototype theorized context united states concept global significance applicable circumstances diverse groups people coexist"
"20",2011,"academic_research","academic","The Journey into an Unfamiliar and Uncomfortable Territory: Exploring the Role and Approaches of Race in PR Education Race has been, and continues to be, one of those topics that is timely, current, and highly relevant in contemporary society; however, discussion and problematizing of race in public relations (PR) scholarship has been mostly absent (Edwards, 2010; Pompper, 2005). This study continues to address this void by exploring how some faculty perceive the role of race in PR, as well as how they approach race in their curriculum. This article, using a mixed-method design of the e-mail interview method (Hunt & McHale, 2007) and an autoethnographic analysis (Ellis & Bochner, 2000) of the first author's PR experiences, demonstrates the challenges that some faculty members face, as well as the opportunities that they have undertaken to integrate race into the PR curriculum in meaningful ways.","journey unfamiliar uncomfortable territory role race pr education race continues topics timely current highly relevant contemporary society discussion problematizing race pr scholarship mostly absent edwards pompper continues address void faculty perceive role race pr race curriculum using mixedmethod design email interview method hunt mchale autoethnographic ellis bochner authors pr experiences demonstrates challenges faculty members face opportunities undertaken integrate race pr curriculum meaningful ways"
"21",2012,"academic_research","academic","Nonprofit in Crisis: An Examination of the Applicability of Situational Crisis Communication Theory Coombs' (2007) Situational Crisis Communication Theory (SCCT) provides the theoretical framework for a 3 × 2 experiment testing the effects of SCCT response strategies from a nonprofit organization. The body of research devoted to crisis communication rarely addresses one of the largest areas of public relations, the public sector. Findings illustrate that in two extremes, one in which the nonprofit is a victim and one in which the nonprofit acts intentionally, the strategies of SCCT are successful. The least effective strategy was when the nonprofit was responding to an accident, the most frequent type of crisis situation.",""
"22",2012,"academic_research","academic","A Test of Excellent Leadership in Public Relations: Key Qualities, Valuable Sources, and Distinctive Leadership Perceptions To better understand leadership in public relations and explore its value in successful communication management, this article captured the perceptions of mid- and senior-level public relations executives (N = 222) regarding the important qualities and dimensions of excellent leadership in the practice. According to study participants, strategic decision-making capability, problem-solving ability, and communication knowledge and expertise are the three most important qualities of excellent leadership. In addition, respondents said that on-the-job experiences, individual initiative and desire, and role models are the most valuable sources of leadership skills and development. About half of the respondents indicated that excellent leaders in public relations are different from leaders in other fields in three ways: They must hold a compelling vision for communication, possess comprehensive understanding of media and information systems, and effectively develop and implement strategic communication plans. Professional women and men in the study viewed excellent leadership in more or less similar ways. The study advances understanding of leadership in the field, which has been little explored in the public relations literature.","test excellent leadership qualities valuable sources distinctive leadership perceptions better leadership value successful communication management captured perceptions mid seniorlevel executives n = important qualities dimensions excellent leadership practice according participants strategic decisionmaking capability problemsolving ability communication knowledge expertise important qualities excellent leadership addition respondents said job experiences individual initiative desire role models valuable sources leadership skills development half respondents indicated excellent leaders leaders fields ways must hold compelling vision communication possess comprehensive media information systems effectively develop implement strategic communication plans professional women men viewed excellent leadership similar ways advances leadership field little explored"
"23",2012,"academic_research","academic","Public Segmentation and Government–Public Relationship Building: A Cluster Analysis of Publics in the United States and 19 European Countries The purposes of this study are (a) to suggest a model of public segmentation and (b) to examine each segment's level of trust in government. By using individuals’ cognitive perceptions of government and participation in social organizations, as well as media use and demographic characteristics, as public segmentation criteria, a cluster analysis of international survey datasets of the United States and 19 European countries generated 3 public segments in each country. The largest cluster, named the underserved inactive majority, and representing a low level of income and education, low interest in politics, low trust in others, low citizenship standards, and minimal social participation, contrasted with the smallest cluster, named the satisfied active public. The identified segments differed in trust in governmental institutions, which is a key indicator of the quality of government–public relationships. Overall, the underserved inactive majority reported the lowest trust in governmental institutions, whereas citizen trust among the satisfied active public was the highest. This study highlights the theoretical and practical values of broad-based public segmentation in government public relations from the relationship-building perspective of public relations, rather than from a problem-solving perspective. Additionally, some targeted strategies for government communicators to enhance each segment's public trust in government are proposed based on the findings of this study.","public segmentation governmentpublic relationship building cluster publics united states european countries purposes public segmentation b segments level trust government using individuals cognitive perceptions government participation social organizations media use demographic characteristics public segmentation criteria cluster international survey datasets united states european countries generated public segments country largest cluster named underserved inactive majority representing low level income education low interest politics low trust others low citizenship standards minimal social participation contrasted smallest cluster named satisfied active public identified segments differed trust governmental institutions indicator quality governmentpublic relationships overall underserved inactive majority reported lowest trust governmental institutions whereas citizen trust satisfied active public highest highlights practical values broad public segmentation government relationshipbuilding perspective problemsolving perspective additionally targeted strategies government communicators enhance segments public trust government proposed"
"24",2012,"academic_research","academic","Are All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic Through a quantitative content analysis, this study applies situational crisis communication theory (SCCT) to investigate how 13 corporate and government organizations responded to the first phase of the 2009 flu pandemic. The results indicate that government organizations emphasized providing instructing information to their primary publics such as guidelines about how to respond to the crisis. On the other hand, organizations representing corporate interests emphasized reputation management in their crisis responses, frequently adopting denial, diminish, and reinforce response strategies. In addition, both government and corporate organizations used social media more often than traditional media in responding to the crisis. Finally, the study expands SCCT's response options.","crises opportunities comparison corporate government organizations responded flu pandemic quantitative content applies situational crisis communication scct investigate corporate government organizations responded phase flu pandemic government organizations emphasized providing instructing information primary publics guidelines respond crisis hand organizations representing corporate interests emphasized reputation management crisis responses frequently adopting denial diminish reinforce response strategies addition government corporate organizations used social media traditional media responding crisis finally expands sccts response options"
"25",2012,"academic_research","academic","On Social Capital and Diversity in a Feminized Industry: Further Developing a Theory of Internal Public Relations Women's work relationships with other women in public relations management settings provide context for further developing Kennan and Hazleton's (2006) conception of internal public relations (IPR) theory. To date, undertheorized in the public relations literature are intra-management relationships, social capital-diversity links, and connections between practitioners’ day-do-day lives and organizational contexts. Interviewed were 42 senior-level female public relations managers (African American, Asian American, Caucasian, and Hispanic) whose experiences reveal outcomes of woman/woman dyad work relationships over the past 5 decades and ways these may impact IPR in feminized industries. Explication of IPR theory and suggestions for further development are offered.","social capital diversity feminized industry developing internal womens work relationships women management settings context developing kennan hazletons conception internal ipr date undertheorized intramanagement relationships social capitaldiversity links connections practitioners dayday lives organizational contexts interviewed seniorlevel female managers african american asian american caucasian hispanic whose experiences reveal outcomes womanwoman dyad work relationships past decades ways impact ipr feminized industries explication ipr suggestions development offered"
"26",2012,"academic_research","academic","Social Media Adoption Among University Communicators Long interviews were conducted with university communicators at 2 distant universities with distinct social systems. Participants were drawn to adopt social media mainly by relative advantage, compatibility, and trialability attributes of the innovation. Inductive themes that emerged from the interviews included an emphasis on publics, information sharing, cost, and convenience. A believer–nonbeliever distinction among adopters is introduced. Believers are driven by the same characteristics of social media that public relations researchers have found to be essential to the practice of public relations itself: 2-way communication, interactivity, dialogue, and engagement.","social media adoption university communicators long interviews conducted university communicators distant universities distinct social systems participants drawn adopt social media mainly relative advantage compatibility trialability attributes innovation inductive themes emerged interviews included emphasis publics information sharing cost convenience believernonbeliever distinction adopters introduced believers driven characteristics social media researchers essential practice communication interactivity dialogue engagement"
"27",2012,"academic_research","academic","The Annual Earnings Press Release's Dual Role: An Examination of Relationships with Local and National Media Coverage and Reputation This study analyzed annual earnings press releases and local and national newspaper coverage of those earnings for 207 of Fortune's America's Most Admired companies to explore intermedia agenda setting and relationships with reputation. The annual earnings press releases were found to have the greatest relationship with the positive content in local media coverage and negative content in national media coverage. The reputation, as determined by sophisticated investors, was related to the neutrality of the annual earnings press release in combination with the length of local and national newspaper coverage.","annual earnings press releases dual role examination relationships local national media coverage reputation analyzed annual earnings press releases local national newspaper coverage earnings fortunes americas admired companies intermedia agenda setting relationships reputation annual earnings press releases greatest relationship positive content local media coverage negative content national media coverage reputation determined sophisticated investors neutrality annual earnings press release combination length local national newspaper coverage"
"28",2012,"academic_research","academic","What Makes People Hot? Applying the Situational Theory of Problem Solving to Hot-Issue Publics Using a controversial issue that has drawn massive media coverage in South Korea, the government decision to resume imports of US beef, this study tested the applicability of the Situational Theory of Problem Solving (STOPS) to the rise of a hot-issue public. A survey of 300 respondents explored the perceptual, cognitive, and motivational antecedents of active information behaviors. Results suggest that the STOPS applies well to this unique sociopolitical situation, and that the theory works cross-culturally not only in the United States, but also in South Korea. In addition, we examined the role of cross-situational characteristics in detail, looking at whether political interest, prior experience in protest, and other sociodemographics could affect situational perceptions and cognitive frames. Theoretical and practical implications for future research and practices are discussed.","makes people hot applying situational problem solving hotissue publics using controversial issue drawn massive media coverage south korea government decision resume imports us beef tested applicability situational problem solving stops rise hotissue public survey respondents explored perceptual cognitive motivational antecedents active information behaviors stops applies unique sociopolitical situation works crossculturally united states south korea addition role crosssituational characteristics detail looking political interest prior experience protest sociodemographics affect situational perceptions cognitive frames practical future practices"
